review_id,app_id,rating,comment,date,sentiment,comment_en
3100f2e2-9117-4450-9e67-01bfcbae4495,008,1,"sau khi bị trừ tiền tôi đã đề nghị hoàn tiền ngay nhưng lại để đến gần 48h mới gửi mail, đến khi đọc mail đã qua hạn 48h cuối cùng không được hoàn tiền. app thì lộn xộn, không giúp ích gì cho việc học, đã tốn tiền mua 1 năm đầu học được có vài buổi rồi, giờ lại bị trừ thêm phí 1 năm nữa. quá tệ",2023-06-06 15:34:54,Negative,"After the money was deducted, I requested a refund immediately, but I waited until almost 48 hours to send the email. By the time I read the email, the 48-hour deadline had passed and the final 48 hours were not refunded.The app is messy and not helpful for studying. I spent money to buy it for the first year and only got a few sessions, and now I'm being charged another year.too bad"
8999eb61-dee5-485c-a0f5-630fc98ed66b,008,1,bắt đăng ký gói học r mới cho học 😿 đã nghèo k có tiền đi học nên mới nhờ app mà v thì chết r,2023-05-26 10:00:00,Negative,I had to sign up for a new learning package to study 😿 I'm poor and don't have money to go to school so I relied on the app but I died.
aa9af4ec-662a-4279-a380-1cec2dbd21b2,008,1,rất tốt nhưng app miễn phí bắt người khác đóng tiền học được bài 1 xong qua bài 2 bấm vô để học không đóng không học được xin hãy xem xét lại ạ.,2023-01-08 23:06:29,Negative,"Very good, but the free app forces others to pay to learn lesson 1, then go to lesson 2, click to study. If you don't pay, you can't study. Please reconsider."
338a28ec-6e75-4392-a926-20b707eea7b3,008,1,"mới vào hc tg nhật mà cno tiếp đãi bằng chữ nhật luôn ạ,thế thì dell hiểu đc j luôn.k hc đc nên 1 sao",2022-11-12 07:17:27,Negative,"I'm new to Japanese school but I still treat you in Japanese, so I don't understand. If you can't study, that's why 1 star."
2be5e77b-27c0-48b7-a974-bf9b2c035cb3,008,1,những cái lần đầu tiên thì họ không bắt tôi trả tiền nhưng lần thứ hai họ lại bắt tôi trả tiền thế là sao sao lại ghi là miễn phí ông miễn phí thế à đánh giá thế này là một sao còn nhiều,2022-11-05 10:34:46,Negative,"The first time they didn't make me pay, but the second time they made me pay, so why did it say it was free? Is it free? This rating is one star, there are many more."
17ade118-24bb-49eb-870f-cc41566eb164,008,1,"mấy bạn ko có tiền đừng tải app này về, đã nặng lại còn ép ngưòi dùng trả tiền khi mới học xong 1 bài, bọn lingo này chỉ biết bú tiền từ người dùng thôi 🤡🤡",2022-09-01 06:20:41,Negative,"If you don't have money, don't download this app, it's heavy and even forces users to pay after just finishing a lesson, these lingos only know how to suck money from users 🤡🤡"
6075601f-3fa0-4c94-a598-3eb8bc347eaa,008,1,đcm 😡 học hết cáu thú cưng r mà học đến ng nhà nó bắt đóng tiền vừa bảo miễn phí mà app như lon mong nhà sản xuất mở rộng cho app và k mất tiền app này để cho các bn muốn học tiếng anh nhưng k có tiền mong nhà sản xuất mở rộng hơn,2022-08-24 05:14:28,Negative,"Damn 😡 learning everything is a pet peeve, but even though it's so difficult to learn, they require you to pay money and they say it's free, but the app is so bad, I hope the manufacturer expands the app and doesn't cost money. This app is for those who want to learn English but don't have money. I hope the manufacturer expands it further."
b4e37577-ef8f-43b4-ba6d-f25c77717311,008,2,"học cũng ổn nhưng không hiểu sao lộ trình học bị reset lại, phải học lại từ đầu và bắt nâng cấp. muốn ôn lại bài đã học cũng bắt nâng cấp. coi như là vào app không có tác dụng gì nếu không nâng cấp. hơi thất vọng",2022-07-29 04:50:31,Negative,"Learning is okay, but for some reason the learning path is reset, I have to start over and upgrade.If you want to review what you have learned, you should upgrade.It seems like accessing the app has no use if you don't upgrade.a bit disappointed"
d1f9f0f4-beb5-4c0a-8a25-91cd461ec669,008,1,"mình học tiếng anh mà mình thấy dễ lắm luôn app cực kỳ hay cảm ơn app đã giúp mình học tiếng anh dễ hơn , xin cảm ơn app",2022-07-25 01:28:13,Negative,I find it very easy to learn English. The app is extremely good. Thank you for helping me learn English easier. Thank you for the app.
f8c86462-dee2-4cd2-b44f-712291a89ff1,008,2,"app có lần kiểu gì ý viết đúng rồi lại bảo sai , ghép từ có hai chữ o đổi lại thì vẫn báo sai .",2022-07-08 04:15:38,Negative,"The app sometimes says it's written correctly and then says it's wrong. If you combine a word with two o's and change it, it still says it's wrong."
089fd734-1a73-471b-9da6-4ee21b8962a4,008,2,app dạy hay lắm nhưng tự nhiên khóa học tiếng nhật thay vì hồi trước là free thì bây giờ lại bắt mua thẻ thành viên. ngay cả những bài học đầu tiên cũng trở thành premium hết rồi. chán,2022-07-07 11:34:17,Negative,"The app teaches very well, but suddenly the Japanese course instead of being free before, now requires you to buy a membership card.Even the first lessons have become premium.bored"
ea7a4686-6058-4ff2-936d-37bf2fdc32eb,008,1,"app gì vậy tr, còn tuổi hs bắt ngta đóng gần triệu bạc để học bài thứ 2, xoá app đi là vừa hám tiền vừa th",2022-06-29 10:12:27,Negative,"What app is that? At my age, students are forcing me to pay nearly a million dollars to learn the second lesson. If I delete the app, I'm just greedy for money and stupid."
ed529929-a7bf-48cf-a770-6b23675eabf8,008,2,"cái đầu free còn sau thì mua gói, mà hs làm j có tiền mà bỏ ra vài trăm ngàn để học ,app j ko có tâm j hết á,tải về tốn dung lượng chứ học hành j kiểu này,(•‿•)",2022-05-04 02:28:27,Negative,"First it's free and later you have to buy a package, but students don't have the money to spend hundreds of thousands to learn, the app doesn't have any interest at all, downloading takes up space but studying like this, (•‿•)"
47b0cff2-f0df-46f3-9a03-5c0c761725bb,008,2,lúc đầu rất tốt nhưng tới bài ngoại hình tính cách thì phải nạp mới vào đc thôi tải áp khác học miễn phí vẫn tốt hơn tạm biệt app c.ơn vì đã giúp tôi biết thêm nhiều t.a hơn😔,2022-03-30 13:20:53,Negative,"At first it was very good, but when it comes to the appearance and personality lesson, you have to download it to get it. Download another pressure and learn for free. It's better to say goodbye to the app because it helped me learn more about myself😔"
885fe8c2-8432-4440-bdff-215314f58f27,008,1,tui định cho 5sao đó nhưng học có 1 bài xong ko cho học nữa chán thật xong bắt phải mua gói ko cho người ta học,2022-03-11 13:16:53,Negative,"I was going to give it 5 stars, but after taking 1 lesson, I didn't let anyone learn anymore. It was so boring that I had to buy a package so I wouldn't let them learn."
1c35c7d6-1fca-4a06-b7c3-81f0de0eedc6,008,2,tôi rất thích nhưng khi vô học người nhà thì tôi không vô được phải nạp tiền tôi tất tiệc mong nhà sản xuất có thể làm lại để không phải nạp tiền,2022-02-13 17:03:40,Negative,"I really like it, but when I go to school, my family can't come in and have to pay, so I hope the manufacturer can remake it so I don't have to pay."
f0429761-21b3-4e80-a961-2d5b4f086c14,008,2,"thật tệ khi các nước khác lại dịch được từ tiếng việt sang tiếng anh tiếng nhật cũng vậy mà tiêng nga lại học từ tiếng anh qua tiếng nga ,tôi k giỏi tiếng anh lắm lên học khó hiểu vì vậy mong add sửa lỗi lại ạ",2022-02-10 14:14:55,Negative,"It's so bad that other countries can translate from Vietnamese to English, Japanese is the same, but Russian learns from English to Russian. I'm not very good at English, so it's hard to understand, so please correct the error."
7bc49373-c946-4179-8070-df5f32fb0fbf,008,1,đến phần gia đình lại phải nạp dù rất tốt nhưng lại bắt nạp cìn bắt theo thứ tự ko nạp thì ko cho qua,2022-01-24 01:25:56,Negative,"When it comes to the family part, you have to pay, even though it's very good, but you're forced to pay in order and if you don't pay, you won't be allowed to pass"
d290f6b4-02f0-4905-a6fe-94b230b37f3e,008,2,"ứng dụng tốt nhưng tới bài tập 2 phải tốn tiền,học sinh phải cho free chứ còn k bằng google dịch của chúng tôi học sinh k có tiền đâu mà tiêu tôi cho 2 sao thôi",2022-01-10 06:37:16,Negative,Good app but for exercise 2 you have to spend money. Students have to give it for free. It's not as good as our Google translate. Students don't have money to spend. I'm only giving 2 stars.
4287b91a-898c-407a-a0ad-c8d0ce059596,008,1,tôi gét ứng dụng này tôi không hiểu là tạo cái này là lừa đảo học xong một bài bài thứ 2 phải đóng phí lừa đảo,2022-01-09 14:54:52,Negative,"I hate this app. I don't understand that creating this is a scam. After finishing one lesson, the second lesson has to pay a scam fee."
cc16ce1d-e297-4230-9342-3faba08bef1d,008,1,lúc đầu nói miễn phí bây giờ bắt buộc nạp tiền mới cho vào học là sao cho trẻ em học rồi tiền đâu ra tiền,2022-01-06 02:32:15,Negative,"At first it was said it was free, but now you have to pay money to get into the school. What's wrong with children learning and then making money?"
8b8ada2d-6526-4a8b-9a1c-9ce66a53be29,008,1,tôi là học sinh nên tôi không có tiền nạp app và không nạp tiền tôi không học được nên app hãy bỏ nạp tiền đi còn cho nhiều bạn học sinh học nữa! app cứ kêu nạp tiền nên tôi đành phải xóa,2022-01-03 04:09:03,Negative,I'm a student so I don't have money to recharge the app and if I don't recharge I can't study so please stop the app and let more students study!The app kept asking for money so I had to delete it
eee87f7b-6818-48ed-817b-a1f8a7169c68,008,1,mấy bạn tải về đi nhé . mất công mấy bạn xóa nữa tại cái app này quá là không hợp lý luôn . mình ko có gây xúc phạm hay nói những lời bình luận tiêu cực gì luôn . từ trước tới giờ mình chưa thấy app nào mà vô vụng như app này luôn mình xin chủ app sẽ xem sét lại tình hình này . xinh cảm ơn,2021-12-24 13:22:54,Negative,"Guys, please download it.It's so unreasonable to waste your time deleting it because this app is so unreasonable.I did not cause offense or say any negative comments.Until now, I have never seen an app as clumsy as this one. I ask the app owner to review this situation.beautiful thank you"
797eed89-0377-4cc8-bba5-839b5a66176d,008,1,hảy tải về đi nhé bạn sẻ có nhửng trải nghiệm thật thú vị đấy nếu không yin bạn có thể tải về học không nhửng có tiếng anh mà còn có rất nhiều tiếng khác nhau.,2021-12-24 04:10:07,Negative,"Please download it, you will have a very interesting experience. Otherwise, you can download and learn not only English but also many different languages."
fd283c02-244c-4e53-b9f6-fef91dd32c1a,008,1,"biết là cần người mua để duy trì app, nhưng chỉ vừa mới đầu tức là phần thú cưng thôi mà đã bắt mua, app quá tệ, tôi sẽ xoá nó",2021-12-23 15:43:00,Negative,"I know I need buyers to maintain the app, but I just started buying it, which is the pet part. The app is so bad, I will delete it."
8de5b8ca-7e23-4e3a-b821-b989da2f0ef6,008,1,nó có bản chữ cái đầy đủ nhưng phải mất rất nhiều tiền mới học tiếp được. mong là được miễn phí ạ ...học phí cao quá.,2021-12-14 03:24:44,Negative,It has the full alphabet but it takes a lot of money to continue learning it.I hope it's free...tuition is too high.
5c49f60c-84e6-485c-8ad0-da582601c66d,008,2,ứng dụng khá hay và tốt nhưng tôi qua cái mặt cười để học và hiểu biết thêm thì nó bắt mua gói mùa đông yêu cầu nhà sản xuất chỉnh lại chứ có nhiều người muốn học mà ko có tiền sao mà mua gói giá tới 900 mấy lận😡😡😡😡😡😡😡😡,2021-12-12 02:16:14,Negative,"The application is quite good and good, but when I use the smiley face to learn and understand more, it requires me to buy the winter package and ask the manufacturer to fix it. There are many people who want to learn but don't have money, so why buy a package that costs up to 900?"
0456f5a2-d6b5-4428-b6e4-5d5d08d2536a,008,2,"mình cũng mới học ,học được mấy ngày thì lại mua gói nhưng mình nghe nói aap này học miễn phí mà mong bạn làm lại",2021-12-11 02:09:21,Negative,"I just started learning, after a few days I bought the package but I heard that this aap course is free so I hope you can do it again."
8d28f130-e56e-4074-ad09-809feb1fd0ec,008,1,đang học hết phần thú cưng. chuyển sang chủ đề người nhà khóa học bắt phải mua. mong nhà sản xuất xem xét lại để được học các chủ đề khác.,2021-12-08 02:28:21,Negative,"learning all about pets.Moving on to the subject, the course must be purchased.I hope the manufacturer reconsiders to learn about other topics."
a7c2c2a6-3b87-45be-b72d-0967fd34ceff,008,2,học xong chủ đề động vật thì phải đóng tiền cho mấy chủ đề khác tốn tiền học cũng vui nhưng mà có cái hơi chán,2021-12-04 06:15:26,Negative,"After studying the animal topic, you have to pay for other topics that cost money to study, which is fun but a bit boring"
42bdcbf2-c753-4ac0-b652-c84484da60d0,008,2,app khá là tốt nhưng ko đồng tình về việc phải mua gói mới hc đc tiếp .hi vọng nhà sản xuất suy nghĩ về việc này,2021-12-03 04:03:26,Negative,"The app is quite good, but I don't agree with the need to buy a package to continue learning. I hope the manufacturer thinks about this."
a9f23820-7004-4875-908f-293cf1a7a116,008,2,"app này học cũng được đó nhưng có một điều là lại lừa đảo người ta bắt phải mua gói, mà gói còn mắc nữa chứ. khi hết giờ mua gói thì lại quay lại 47 tiếng, tôi thấy app này ko hài lòng cho 2 sao thôi nhé. mong nhà phát hành sửa lỗi lại nha.",2021-12-03 03:04:05,Negative,"This app is okay to learn, but one thing is that it tricks people into buying a package, and the package is also expensive.When the time to buy the package ends, it goes back to 47 hours. I find this app unsatisfactory and give it 2 stars.I hope the publisher will fix the error."
8da7e2eb-e9e3-44c4-b15d-365694ae0739,008,2,"tôi phải công nhận là mới học một chủ đề vật nuôi thôi mà tôi đã tiến bộ, nhưng học xong chủ đề vật nuôi thì tôi lại ko học dc chủ đề tiếp theo, muốn học chủ đề tiếp theo thì phải đăng kí gói tốn tiền, tôi khá thất vọng về app chỉ cho học một chủ đề duy nhất mà tôi đã học hết chủ đề đó rồi",2021-12-03 01:27:52,Negative,"I have to admit that I have improved by just learning one pet topic, but after studying the pet topic, I can't learn the next topic. If I want to learn the next topic, I have to sign up for an expensive package. I'm quite disappointed that the app only lets me learn a single topic and I've already learned all of that topic."
ccd68489-d1ce-4993-8288-97e7dac50756,008,2,học tốt lắm nhưng tôi nghỉ mình không có điều kiện nên mới học bằng aap mà giờ lại có tiền chắc ngu tiếng nước ngoài luôn rồi 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,2021-11-29 12:25:48,Negative,"I studied very well but I thought I didn't have the conditions so I studied with an AAP and now that I have money, I'm probably stupid in foreign languages ​​😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭"
3924b8ec-6924-4ba6-ba17-5b65ad9e23ef,008,1,"học rất tốt nhưng mà khi qua chương mới thì có vương miện cần tiền để học, nếu các em nhỏ học thì ko thể có tiền để nạp đc mong nhà sản xuất xem xét lại việc này",2021-11-21 05:43:57,Negative,"Studying is very good, but when you get to the new chapter, you will need money to study. If children study, they will not have money to recharge. I hope the producer will reconsider this."
bb1b4185-9610-47d8-b9d7-4d5225e0181c,008,1,tôi học tới bài gia đình thì học ko được bắm vô nó cứ quảng cáo friday black tôi rất bực mình mong nhà sản xuất chỉ cách để cho tôi học được xin cám ơn,2021-11-20 12:32:32,Negative,I'm so frustrated when I study the family lesson that I can't read it. It keeps advertising Friday black. I'm so frustrated. I hope the producer can show me how to learn. Thank you.
57fa7c0c-b081-4d9f-8e28-3faebb622d8b,008,1,"danh sách các bạn trẻ em nhiêu người dân việt nam biểu diễn nghệ thông minh và các tỉnh unit im hơi thở cuối tuần qua tại nhà, e hai bà bầu nên biết khi đặt mua sản, hai mua bán nhà đất nước uy tin, len lỏi vào từng loại hình ảnh hưởng",2021-11-12 13:01:17,Negative,"List of children, many Vietnamese people perform smart arts and provinces unit quietly last weekend at home, e two pregnant women should know when ordering products, two reputable country house buyers, creeping into each type of influence"
ecbaed55-d606-401f-9aeb-0b918b79b191,008,1,tôi ko thích ứng dụng 👎này vì dịch ở nhà tui.muốn học tiếng anh miễn phí nhưng nó lại bắt đóng tiền mới cho học tiếp giá tiền là 969.000 đồng,2021-11-06 03:32:52,Negative,"I don't like this app 👎 because it translates at home. I want to learn English for free but it requires me to pay to continue learning, the price is 969,000 VND."
facd07e6-2a2c-4bd9-831e-5975b9b629c2,008,1,tôi đã mua nó vào tháng đầu tiên sau khi sử dụng k hiệu quả tôi đã tạm dừng nhưng tôi biết là cũng đã mất tiền rồi thì thôi nhưng mà tháng thứ 2 app đã tự ý thanh toán khi k có sự đồng ý của tôi và k có một thông báo nào hết,2021-11-03 03:15:45,Negative,"I bought it the first month after using it ineffectively, I stopped it but I knew I was wasting money, so that's it, but the second month the app arbitrarily paid without my consent and without any notification."
34a08acd-b2c8-4582-b247-dc5f49189d13,008,1,"tại sao bây giờ lại bắt dăng ký vậy ? mình không dăng nhặp vào để học được như trước nữa , tệ quá 👍",2021-10-20 06:10:47,Negative,"Why do you have to register now?I don't bother to study anymore like before, it's too bad 👍"
bcdc5ad3-7a14-4fb8-8f08-7bb8cb81110a,008,1,"ứng dụng khá hay nhưng khuyên mọi người trc khi tải vì sau khi hc xong dc vài bài thì app bắt mua nâng cấp, giờ mới biết ko ai dạy ko cho ai cái j nếu mọi người muốn hc tiếng anh bắt đầu thì nên tải duolingo thì hơn vì nó ko bắt mình phải nâng cấp j thật tồi tệ khi tốn thời gian để sử dụng ứng dụng này",2021-09-18 13:54:07,Negative,"The app is quite good, but I advise everyone to download it before downloading it because after learning a few lessons, the app requires you to buy an upgrade. Now I know that no one teaches anyone anything. If you want to start learning English, you should download Duolingo because it doesn't force you to upgrade. It's terrible to waste time using this app."
958ae67f-843b-4929-945e-b8bd44852403,008,1,nhà sản xuất coi khắc phục điểm này giúp tôi.tại sao khi tôi học đến phần đình từ thì lại phải nhận khuyến mãi nhưng tôi ko cần mà tôi cũng ko học tiếp được 🤨🤨🤨tôi cảm thấy rất khó chịu,2021-09-11 15:09:23,Negative,"The manufacturer please help me fix this problem. Why is it that when I learn the vocabulary part, I have to receive a promotion but I don't need it and I can't continue studying 🤨🤨🤨I feel very uncomfortable"
00992159-3e82-45a0-a8ec-5cfe17cba203,008,2,tôi cứ tưởng miễn phí ai ngờ nó toàn bắt mình đóng tiền như là đi học ở truờng nên mình chỉ đánh 2 sao thui mong muốn là nó đc miễn phí ko khác j app 4english🙂🙂🙃🙃,2021-08-25 08:33:54,Negative,I thought it was free but it made me pay like going to school so I only gave 2 stars but I hope it's free no different from j app 4english🙂🙂🙃🙃
501c56bd-7650-4a0c-97d4-0c5314cbb57e,008,1,"ad ơi phần mẹo học ở mục bài thú cưng. phần 2 bạn, tôi, anh ấy cô ấy cái bảng bị sai phải k ạ? sao có thể sai ở mục cơ bản như thế được, dù nó rất cơ bản thì cũng nên kiểm tra kiến thức rồi mới đem vào ứng dụng chứ? khi nào app sửa thì mình sẽ đánh giá ứng dụng 5 sao lại...",2021-08-23 15:35:31,Negative,"Admin, the learning tips are in the pets section.Part 2: you, me, he, she. Is the table wrong?How can you go wrong with such a basic item? Even though it's very basic, you should test your knowledge before putting it into application, right?When the app is fixed, I will rate the app 5 stars again..."
fcbdf8ba-5c0d-47ac-9e0c-f033da53c3f8,008,1,rất hay và ko chán các bạn cố gắng học mỗi ngày là được sẽ có kiến thức nhé . mong tác giả sản xuất nhiều ứng dụng hay như này nữa . bạn là một giáo viên tốt nghiệp đại học sinh tốt nghiệp đại học không mẹ của tôi là một giáo viên tốt nghiệp đại học không mẹ của tôi là một giáo viên tốt nghiệp đại học không mẹ của tôi là một giáo viên tốt nghiệp đại học không chỉ là giáo viên và một số thập phân của bạn thì cao cấp của bạn thì cao cấp của tôi là một giáo viên tốt nghiệp đại học không mẹ của tôi,2021-08-17 03:17:00,Negative,It's very good and not boring. Try to study every day and you will have knowledge.I hope the author produces more good applications like this.are you a teacher university graduate university graduate no my mother is a teacher university graduate no my mother is a teacher university graduate no my mother is a teacher university graduate not just a teacher and a decimal your senior then my senior is a university graduate teacher no my mother
130ce903-b2a3-44a0-ba29-d121cf6d5be5,008,1,nhờ admin có thể thêm bàn phím của các nước khác để dễ học tập nhờ ứng dụng này mà e xem phim sex k cần sub rất vui mừng nhưng mà mấy ngày nay mạng yếu nên em cho 1 sao thôi,2021-08-09 02:33:00,Negative,"Thanks to the admin, you can add keyboards from other countries to make it easier to study. Thanks to this application, I'm very happy to watch sex movies without subs, but the network is weak these days so I only give 1 star."
fbc5e06e-1f87-4f8f-9673-2ebc80c00c51,008,1,hồi đó chỉ trả phí 1 số chức năng bây giớ tính tiền quá nhiều thà tải app khác. thích lingo deer hồi đó thực sự giờ làm chán quá,2021-08-03 17:10:37,Negative,"At that time, I only paid for some functions, but now I charge too much, so I would rather download another app.I liked lingo deer back then and now it's really boring"
c5b9ea6d-ddbc-4fb4-ae18-7aa5ad6f5d07,008,1,"đánh giá một sao vì bản cập nhật tệ hơn bản cũ về giao diện học, thêm phần nữa app cứ hiển thị phần khuyến mãi update lên prenium trong khi người dùng không có nhu cầu và phần sử dụng free không cho phép hiển thị những cái này trên app.",2021-07-29 01:06:47,Negative,"Rated one star because the update is worse than the old version in terms of interface, plus the app keeps displaying promotions to update to premium when users don't need it and the free usage section doesn't allow these to be displayed on the app."
b9f010c4-e776-4387-98be-24f018469599,008,1,do không miễn phí. trong thời gian mình học chỉ có mười mấy tiếng sao đủ học. phải dùng tiền .rất mắc tiền học mỗi tháng phải đóng🙄🙄👎,2021-07-27 14:30:27,Negative,"because it's not free.During the time I study, I only have a dozen hours to study.You have to spend money. It's very expensive to pay tuition every month🙄🙄👎"
08b44296-50ea-4843-bea5-6f8590bc11a0,008,2,ứng dụng tốt nhưng chỉ học đc cơ bản một thôi ko học đc cơ bản khác nó cứ bắt phải mua phiên bản. như những người ko điều kiện như mình ko mua đc,2021-07-26 12:56:37,Negative,"The app is good but you can only learn one basic part, you can't learn the other basic ones, it requires you to buy a version.People like me who don't have enough money can't buy it"
ea911310-2922-4eae-969f-14a02104aad4,008,1,"i am vietnamese. idont want to learn ""high level korean"" in english. i feel waste money to pay and learn basic korean in vietnamese . please update learn ""high level korean"" in vietnamese asap",2021-07-19 04:21:58,Negative,"i am vietnamese.i don't want to learn ""high level korean"" in english.i feel waste money to pay and learn basic korean in vietnamese .please update learn ""high level korean"" in vietnamese asap"
f7315c1b-1473-4c85-91ad-e06c58906dab,008,1,đã ko có tiền rồi tưởng cho học free mới tải về mà tải về xong cho học đúng 1 bài rồi cái gì cũng vip :)) xóa cho rồi,2021-07-16 12:51:51,Negative,"I didn't have any money so I thought I would download it for free, but after downloading it, I learned exactly 1 lesson and then everything was VIP :)) and I deleted it."
770277cc-4c71-458b-b212-d209dcaa59a0,008,1,"ứng dụng tốt, học rất hiệu quả , tui hoc ta còn sang hàn nói chuyện v chị blackpink nữa 😍😍😍,có bạn nào học ta chỉ đi xang hàn nói chuyện với các idol hong nà🙂",2021-07-07 03:45:11,Negative,"Good application, very effective learning, I even went to Korea to talk to blackpink sister 😍😍😍, any of my classmates only went to Korea to talk to Korean idols🙂"
55dde466-24ea-484d-9f4d-6c63a37a9cc6,008,1,khốn nạn muốn học tiếp bắt phải trả tiền trong khi giá thì rất chát thứ app lừa đảo khốn nạn vậy mà bày đặt nó app miễn phí bớt xạo đi giữ chút liêm sĩ để sống mà làm người còn không thì biến khỏi thế giới đi chứ đừng có ở đó đạo đức giả tạo mấy cái app miễn phí để học trong khi chỉ muốn lấy tiền của người khác thôi,2021-06-26 14:58:52,Negative,"Damn, if you want to continue learning, you have to pay money when the price is very expensive. Damn scam app, but you put it up. It's a free app. Be less of a liar. Have some integrity to live and be a human. Otherwise, get out of the world. Don't stay there and hypocritically use free apps to learn when you only want to take other people's money."
72ce3c95-6a05-4fb9-86cc-71d606d7c903,008,1,chả hiểu sao tự nhiên lại có chương trình khuyến mãi jj đó khiến mình không thể học được . mình vẫn là còn học sinh mà cứ cho mấy gói chục tiền để nâng cấp 🤦,2021-06-25 10:00:25,Negative,I don't understand why suddenly there's a jj promotion that makes me unable to study.I'm still a student but I keep giving dozens of packages of money to upgrade 🤦
